path , default , custom, defult_w_count, custom_w_count , defult_w_count_percentage , custom_w_count_percentage , default_wer , default_wacc , custom_wer, custom_wacc
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\20 - Shared Memory Multiprocessors.srt.res ,0.007616146,0.005310674,2,1,0.375234522,0.187617261,1.61,98.39,5.31,94.69
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\21 - Cache Coherence.srt.res ,0.052216481,0.003731343,0,0,0,0,5.11,94.89,1.04,98.96
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\22 - Cache Coherence and Atomics.srt.res ,0.010146561,0.00269179,1,1,0.199203187,0.199203187,4.3,95.7,7.3,92.7
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\23 - Spinlock Performance Metrics.srt.res ,0.012057272,0.012953368,1,0,0.256410256,0,5.18,94.82,5.66,94.34
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\24 - Conflicting Metrics Quiz.srt.res ,0.018691589,0.027692308,1,0,1.298701299,0,23.83,76.17,32.79,67.21
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\25 - Conflicting Metrics Quiz.srt.res ,0.022891566,0.014002334,0,4,0,2.366863905,5.01,94.99,8.98,91.02
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\26 - Test and Set Spinlock.srt.res ,0.052964189,0.008497876,0,2,0,0.367647059,3.15,96.85,5.02,94.98
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\27 - Test and Test and Set Spinlock.srt.res ,0.002108222,0.002466091,4,1,0.430570506,0.107642626,1.99,98.01,2.57,97.43
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\28 - Test and Test and Set Spinlock Quiz.srt.res ,0.006833713,0.006158584,0,2,0,2.469135802,24.35,75.65,27.97,72.03
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\29 - Test and Test and Set Spinlock Quiz.srt.res ,0.013916501,0.004409171,0,1,0,0.4048583,11.64,88.36,11.78,88.22
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\30 - Spinlock Delay Alternatives.srt.res ,0.004945055,0.006797386,3,4,0.548446069,0.731261426,5.62,94.38,2.55,97.45
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\31 - Picking a Delay.srt.res ,0.00379301,0.008680112,1,2,0.163666121,0.327332242,5.52,94.48,3.92,96.08
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\32 - Queueing Lock.srt.res ,0.005297234,0.010780287,1,3,0.179856115,0.539568345,6.42,93.58,3.56,96.44
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\33 - Queueing Lock Implementation.srt.res ,0.003711264,0.005567929,2,5,0.24968789,0.624219725,1.99,98.01,1.58,98.42
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\34 - Queueing Lock Array Quiz.srt.res ,0.027455121,0.027422303,0,0,0,0,39.55,60.45,20.15,79.85
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\35 - Queueing Lock Array Quiz.srt.res ,0.02739726,0.011656953,1,2,1.149425287,2.298850575,24.31,75.69,22.17,77.83
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\36 - Spinlock Performance Comparisons.srt.res ,0.000666333,0.007025761,0,2,0,0.239520958,2.67,97.33,2.24,97.76
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\37 - Lesson Summary.srt.res ,0.049065421,0.029232643,1,1,1.666666667,1.666666667,17.79,82.21,19.59,80.41
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L4_ Synchronization Constructs\38 - Lesson Review.srt.res ,0.878980892,0.01910828,0,1,0,3.225806452,18.56,81.44,88.62,11.38
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\01 - Lesson Preview.srt.res ,0.095371669,0.009259259,0,3,0,2.912621359,13.63,86.37,15.37,84.63
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\02 - Visual Metaphor.srt.res ,0.007360321,0.006407974,1,1,0.275482094,0.275482094,3.19,96.81,9.22,90.78
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\03 - IO Devices.srt.res ,0.021126761,0.012720848,1,0,1.030927835,0,11.44,88.56,14.99,85.01
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\04 - IO Devices Quiz.srt.res ,0.02016129,0.015748031,0,0,0,0,77.42,22.58,81.05,18.95
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\05 - IO Devices Quiz.srt.res ,0.008718396,0.052459016,3,2,3.092783505,2.06185567,29.97,70.03,33.55,66.45
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\06 - IO Device Features.srt.res ,0.007258065,0.006116208,3,0,1.041666667,0,4.62,95.38,10.16,89.84
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\07 - CPU Device Interconnect.srt.res ,0.009040683,0.01440144,0,2,0,0.778210117,1.64,98.36,13.05,86.95
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\08 - Device Drivers.srt.res ,0.003212335,0.007936508,0,3,0,0.717703349,4.15,95.85,3.32,96.68
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\09 - Types of Devices.srt.res ,0.003656307,0.023971493,0,3,0,0.795755968,6.84,93.16,3.68,96.32
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\10 - IO Devices as Files Quiz.srt.res ,0.021486124,0.018755328,1,0,1.587301587,0,31.45,68.55,44.09,55.91
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\11 - IO Devices as Files Quiz.srt.res ,0.014450867,0.020025031,0,0,0,0,35.49,64.51,29.44,70.56
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\12 - Pseudo Devices Quiz.srt.res ,0.008821676,0.031347962,0,2,0,1.449275362,15.75,84.25,20.19,79.81
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\13 - Pseudo Devices Quiz.srt.res ,0.02241594,0.055718475,0,14,0,23.33333333,28.73,71.27,29.3,70.7
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\14 - Looking at Dev Quiz.srt.res ,0.037218413,0.162679426,2,4,2.127659574,4.255319149,26.72,73.28,25.42,74.58
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\15 - Looking at Dev Quiz.srt.res ,0.033830846,0.01627907,0,1,0,1.369863014,35.67,64.33,22.35,77.65
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\16 - CPU Device Interactions.srt.res ,0.004409603,0.132655419,0,12,0,1.97044335,4.27,95.73,3.2,96.8
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\17 - Device Access  PIO.srt.res ,0.010405054,0.219026549,0,22,0,6.626506024,3.24,96.76,8.23,91.77
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\18 - Device Access  DMA.srt.res ,0.040727273,0.040445487,0,1,0,0.222222222,3.5,96.5,5.93,94.07
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\19 - DMA vs PIO Quiz.srt.res ,0.109090909,0.153481013,0,8,0,7.079646018,19.18,80.82,23.59,76.41
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\20 - DMA vs PIO Quiz.srt.res ,0.110998991,0.074719801,0,7,0,4.827586207,11.8,88.2,19.98,80.02
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\21 - Typical Device Access.srt.res ,0.006058311,0.042940794,0,25,0,6.476683938,7.57,92.43,4.02,95.98
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\22 - OS Bypass.srt.res ,0.034952338,0.021565495,0,45,0,6.382978723,2.78,97.22,4.22,95.78
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\23 - Sync vs Async Access.srt.res ,0.06017192,0.095505618,0,19,0,5.705705706,7.39,92.61,9.3,90.7
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\24 - Block Device Stack.srt.res ,0.004122767,0.008573178,0,3,0,0.45045045,2.8,97.2,3.37,96.63
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\25 - Block Device Quiz.srt.res ,0.006382979,0.019490255,2,2,2.197802198,2.197802198,29.08,70.92,30.39,69.61
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\26 - Block Device Quiz.srt.res ,0.026446281,0.030264817,0,2,0,4.545454545,84.64,15.36,77.86,22.14
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\27 - Virtual File System.srt.res ,0.101324122,0.011771001,0,2,0,0.757575758,6.78,93.22,14.81,85.19
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\28 - Virtual File System Abstractions.srt.res ,0.050851767,0.001739509,0,1,0,0.160513644,3.87,96.13,4.53,95.47
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\29 - VFS on Disk.srt.res ,0.012121212,0.035838726,2,4,0.934579439,1.869158879,18.87,81.13,10.02,89.98
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\30 - ext2  Second Extended Filesystem.srt.res ,0.045697965,0.005680204,0,2,0,0.429184549,3.85,96.15,5.73,94.27
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\31 - inodes.srt.res ,0.014662757,0.0129835,0,5,0,0.950570342,5.76,94.24,4.73,95.27
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\32 - inodes with Indirect Pointers.srt.res ,0.015006002,0.004557106,0,0,0,0,5.07,94.93,2.3,97.7
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\33 - inode Quiz.srt.res ,0.040712468,0.037162162,1,0,1.149425287,0,45.04,54.96,22.93,77.07
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\34 - inode Quiz.srt.res ,0.007627119,0.017798595,1,0,0.344827586,0,12.68,87.32,5.89,94.11
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\35 - Disk Access Optimizations.srt.res ,0.026235652,0.002797203,0,4,0,0.563380282,1.91,98.09,3.53,96.47
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\36 - Lesson Summary.srt.res ,0.03030303,0.01399825,1,0,1.639344262,0,16.93,83.07,35.45,64.55
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L5-iO Management Videos\37 - Lesson Review.srt.res ,0.284482759,0.007736944,0,1,0,3.225806452,77.25,22.75,71.86,28.14
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\01 - Lesson Preview.srt.res ,0.019133371,0.053772767,2,0,1.351351351,0,13.44,86.56,5.16,94.84
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\02 - What is Virtualization.srt.res ,0.019581364,0.006199148,2,0,0.680272109,0,4.88,95.12,3.57,96.43
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\03 - Defining Virtualization.srt.res ,0.009179575,0.025515211,0,0,0,0,4.62,95.38,4.55,95.45
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\04 - Virtualization Tech Quiz.srt.res ,0.031830239,0.044117647,0,0,0,0,35.78,64.22,31.38,68.62
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\05 - Virtualization Tech Quiz.srt.res ,0.069565217,0.016438356,0,1,0,0.684931507,9.64,90.36,14.55,85.45
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\06 - Benefits of Virtualization.srt.res ,0.005508262,0.008084891,1,0,0.23923445,0,2.83,97.17,1.32,98.68
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\07 - Benefits of Virtualization Quiz 1.srt.res ,0.016336056,0.047225502,0,0,0,0,32.98,67.02,30.56,69.44
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\08 - Benefits of Virtualization Quiz 1.srt.res ,0.014652015,0.03063178,0,0,0,0,24.41,75.59,16.02,83.98
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\09 - Benefits of Virtualization Quiz 2.srt.res ,0.139240506,0.002181025,0,1,0,1.492537313,35.04,64.96,19.23,80.77
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\10 - Benefits of Virtualization Quiz 2.srt.res ,0.013276434,0.002504174,0,0,0,0,5.56,94.44,4.72,95.28
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\11 - Virtualization Models  Bare Metal.srt.res ,0.039800995,0.004511617,0,1,0,0.194931774,2.48,97.52,2.99,97.01
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\12 - Virtualization Models  Hosted.srt.res ,0.003054212,0.000478469,1,0,0.214132762,0,2.81,97.19,1.72,98.28
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\13 - Bare Metal or Hosted Quiz.srt.res ,0.123893805,0.015885624,0,0,0,0,14.56,85.44,37.72,62.28
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\14 - Bare Metal or Hosted Quiz.srt.res ,0.034852547,0.017994859,2,1,3.125,1.5625,46.51,53.49,24.89,75.11
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\15 - Virtualization Requirements Quiz.srt.res ,0.141882674,0.022988506,0,1,0,1.219512195,16.53,83.47,37.06,62.94
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\16 - Virtualization Requirements Quiz.srt.res ,0.079232694,0.003858025,0,0,0,0,6.63,93.37,3.16,96.84
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\17 - Hardware Protection Levels.srt.res ,0.002288984,0.006341885,1,1,0.263852243,0.263852243,4.09,95.91,2.74,97.26
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\18 - Processor Virtualization.srt.res ,0.010190217,0.011486918,0,0,0,0,6.68,93.32,1.77,98.23
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\19 - x86 Virtualization in the Past.srt.res ,0.002965159,0.009472687,1,0,0.302114804,0,9.19,90.81,6.75,93.25
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\20 - Problematic Instructions Quiz.srt.res ,0.016949153,0.006441224,1,0,0.961538462,0,17.15,82.85,19.11,80.89
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\21 - Problematic Instructions Quiz.srt.res ,0.052966102,0.038461538,0,0,0,0,23.08,76.92,21.37,78.63
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\22 - Binary Translation.srt.res ,0.003727866,0.00555427,2,0,0.41322314,0,2.23,97.77,2.7,97.3
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\23 - Paravirtualization.srt.res ,0.005905512,0.025615764,3,2,1.006711409,0.67114094,3.84,96.16,3.31,96.69
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\24 - BT and PV Quiz.srt.res ,0.029545455,0.011131725,0,0,0,0,69.4,30.6,53,47
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\25 - BT and PV Quiz.srt.res ,0.015957447,0.019512195,0,2,0,2.739726027,43.68,56.32,28.48,71.52
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\26 - Memory Virtualization  Full.srt.res ,0.006100041,0.003858025,1,1,0.163934426,0.163934426,1.33,98.67,5.16,94.84
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\27 - Memory Virtualization  Paravirtualized.srt.res ,0.006629834,0.008626887,3,0,1.060070671,0,2.29,97.71,4,96
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\28 - Device Virtualization.srt.res ,0.004895961,0.003985652,0,0,0,0,3.8,96.2,4.48,95.52
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\29 - Passthrough Model.srt.res ,0.002128226,0.001141878,1,0,0.22172949,0,5.43,94.57,6.49,93.51
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\30 - Hypervisor Direct Model.srt.res ,0.015656909,0.008003201,3,5,1.045296167,1.742160279,7.68,92.32,7.78,92.22
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\31 - Split Device Driver Model.srt.res ,0.003054212,0.010635604,1,0,0.230414747,0,5.19,94.81,3.22,96.78
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\32 - Hardware Virtualization.srt.res ,0.009186352,0.002591093,1,2,0.134408602,0.268817204,1.73,98.27,2.33,97.67
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\33 - Hardware Virtualization Quiz.srt.res ,0.217171717,0.305343511,0,3,0,7.317073171,30.56,69.44,29.51,70.49
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\34 - Hardware Virtualization Quiz.srt.res ,0.024034335,0.106060606,0,6,0,10.52631579,28.33,71.67,18.57,81.43
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\35 - x86 VT Revolution.srt.res ,0.018109381,0.036255768,0,7,0,2.356902357,6.4,93.6,3.24,96.76
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\36 - Lesson Summary.srt.res ,0.016071429,0.034188034,0,5,0,6.756756757,34.77,65.23,28.47,71.53
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P3L6_ Virtualization\37 - Lesson Review.srt.res ,0.021778584,0.855384615,0,0,0,0,72.47,27.53,22.47,77.53
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\01 - Lesson Preview.srt.res ,0.145015106,0.018004501,0,0,0,0,10.09,89.91,12.33,87.67
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\02 - Why RPC.srt.res ,0.010315534,0.043307087,0,0,0,0,1.36,98.64,3.36,96.64
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\03 - Benefits of RPC.srt.res ,0.065196548,0.013675214,0,0,0,0,16.37,83.63,16.89,83.11
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\04 - RPC Requirements.srt.res ,0.078513845,0.032406481,51,0,6.359102244,0,2.61,97.39,3.87,96.13
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\05 - Structure of RPC.srt.res ,0.004980907,0.017595308,1,1,0.107296137,0.107296137,3.85,96.15,0.87,99.13
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\06 - Steps in RPC.srt.res ,0.011575901,0.004103616,0,1,0,0.171821306,5.03,94.97,4.74,95.26
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\07 - Interface Definition Language.srt.res ,0.019386107,0.077504726,2,0,1.234567901,0,16.47,83.53,21.01,78.99
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\08 - Specifying an IDL.srt.res ,0.012062726,0.011558021,2,3,0.348432056,0.522648084,6.47,93.53,5.47,94.53
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\09 - Marshalling.srt.res ,0.006238303,0.056375839,0,0,0,0,3.43,96.57,6.32,93.68
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\10 - Unmarshalling.srt.res ,0.01446281,0.009887006,2,3,0.591715976,0.887573964,6.33,93.67,3.62,96.38
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\11 - Binding and Registry.srt.res ,0.014864865,0.011228534,1,0,0.231481481,0,5.17,94.83,5.51,94.49
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\12 - Visual Metaphor.srt.res ,0.013016596,0.007338225,2,1,0.547945205,0.273972603,8.52,91.48,5.65,94.35
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\13 - Pointers in RPCs.srt.res ,0.008368201,0.003952569,0,1,0,0.330033003,12.6,87.4,4.99,95.01
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\14 - Handling Partial Failures.srt.res ,0.004014049,0.021372791,0,3,0,1.111111111,5.35,94.65,9.43,90.57
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\15 - RPC Failure Quiz.srt.res ,0.00998004,0.016641452,0,0,0,0,27.46,72.54,35.86,64.14
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\16 - RPC Failure Quiz.srt.res ,0.118721461,0.028368794,0,2,0,1.886792453,10.02,89.98,33.33,66.67
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\17 - RPC Design Choice Summary.srt.res ,0.00546697,0.013172338,2,3,0.619195046,0.92879257,12.25,87.75,6.89,93.11
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\18 - What is SunRPC.srt.res ,0.008598452,0.025531915,2,2,0.689655172,0.689655172,11.69,88.31,8.41,91.59
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\19 - SunRPC Overview.srt.res ,0.006482027,0.007959068,1,6,0.219298246,1.315789474,6.78,93.22,6.25,93.75
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\20 - SunRPC  XDR Example.srt.res ,0.003856351,0.008045734,1,5,0.149925037,0.749625187,5.73,94.27,3.24,96.76
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\21 - Compiling XDR.srt.res ,0.005676443,0.011848341,3,2,0.522648084,0.348432056,2.78,97.22,2.6,97.4
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\22 - Summarizing XDR Compilation.srt.res ,0.010428737,0.005492996,1,1,0.225225225,0.225225225,8.13,91.87,4.31,95.69
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\23 - Squarex Return Type Quiz.srt.res ,0.023696682,0.004524887,0,0,0,0,32.82,67.18,32.82,67.18
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\24 - Squarex Return Type Quiz.srt.res ,0.031496063,0.02125775,0,0,0,0,79.02,20.98,81.47,18.53
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\25 - SunRPC  Registry.srt.res ,0.025939475,0.003948667,2,1,0.4784689,0.23923445,9.3,90.7,6.61,93.39
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\26 - SunRPC  Binding.srt.res ,0.107830552,0.009220839,0,0,0,0,7.84,92.16,7.21,92.79
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\27 - XDR Data Types.srt.res ,0.060768543,0.006445216,0,1,0,0.184162063,3.98,96.02,5.14,94.86
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\28 - XDR Data Types Quiz.srt.res ,0.026871401,0.00541272,0,1,0,1.639344262,72.38,27.62,75.24,24.76
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\29 - XDR Data Types Quiz.srt.res ,0.012903226,0.02002002,0,2,0,2.352941176,24.17,75.83,31.93,68.07
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\30 - XDR Routines.srt.res ,0.093385214,0.002974715,0,4,0,2.150537634,9.51,90.49,14.87,85.13
S:\Technion\SemesterE\ReadYourLife - project\ReadYourLife\code\resources\data\P4L1_ Remote Procedure Calls\31 - Encoding.srt.res ,0.00796284,0.009364548,1,2,0.25974026,0.519480519,6.51,93.49,8.18,91.82
